date,game_id,home_team,away_team,venue,home_edge_score,away_edge_score,edge_diff,ou_score,ou_convergence_boost,model_total,actual_total,home_score,away_score,home_won,bet_signal,bet_side,model_win_prob,diff_signal,diff_side,ou_signal,ml_result,diff_result,ou_result
2025-07-25,777009,Texas Rangers,Atlanta Braves,Globe Life Field,62.85,40.16,22.7,59.9,0.0,9.2,11,8,3,True,NO BET,,,HOME,HOME,NO BET,NO BET,WIN,NO BET
2025-07-25,777007,Houston Astros,Athletics,Daikin Park,36.47,65.97,29.5,60.7,0.0,9.3,18,3,15,False,NO BET,,,AWAY,AWAY,NO BET,NO BET,WIN,NO BET
2025-07-25,777011,Minnesota Twins,Washington Nationals,Target Field,43.45,21.22,22.2,64.3,0.0,10.0,1,1,0,True,HOME,HOME,0.5397,NO BET,,NO BET,WIN,NO BET,NO BET
2025-07-25,777006,Los Angeles Angels,Seattle Mariners,Angel Stadium,36.15,40.51,4.4,60.1,0.0,9.5,5,3,2,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-07-25,777004,San Francisco Giants,New York Mets,Oracle Park,48.7,34.97,13.7,58.2,0.0,9.4,9,1,8,False,NO BET,,,HOME,HOME,NO BET,NO BET,LOSS,NO BET
2025-07-26,777001,New York Yankees,Philadelphia Phillies,Yankee Stadium,41.55,38.85,2.7,59.2,0.0,9.4,13,4,9,False,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-07-26,777010,Kansas City Royals,Cleveland Guardians,Kauffman Stadium,39.59,45.34,5.8,58.6,0.0,9.3,8,5,3,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-07-26,776990,Kansas City Royals,Cleveland Guardians,Kauffman Stadium,63.42,54.6,8.8,52.3,0.0,8.5,10,4,6,False,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-07-26,777003,Detroit Tigers,Toronto Blue Jays,Comerica Park,58.73,48.83,9.9,54.5,0.0,8.8,7,1,6,False,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-07-26,777002,Pittsburgh Pirates,Arizona Diamondbacks,PNC Park,35.5,43.79,8.3,63.2,0.0,9.7,2,2,0,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-07-26,777000,Cincinnati Reds,Tampa Bay Rays,Great American Ball Park,37.95,31.89,6.1,65.8,0.0,10.0,8,6,2,True,NO BET,,,NO BET,,OVER,NO BET,NO BET,LOSS
2025-07-26,776999,Baltimore Orioles,Colorado Rockies,Oriole Park at Camden Yards,46.6,40.66,5.9,58.1,0.0,9.3,18,18,0,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-07-26,776993,Texas Rangers,Atlanta Braves,Globe Life Field,44.49,40.49,4.0,61.6,0.0,9.5,11,6,5,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-07-26,776991,Houston Astros,Athletics,Daikin Park,34.6,28.72,5.9,62.9,0.0,9.9,6,1,5,False,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-07-26,776997,Minnesota Twins,Washington Nationals,Target Field,59.08,31.98,27.1,59.5,0.0,9.3,12,3,9,False,NO BET,,,HOME,HOME,NO BET,NO BET,LOSS,NO BET
2025-07-26,776994,Chicago White Sox,Chicago Cubs,Rate Field,39.38,47.2,7.8,58.5,0.0,9.3,7,1,6,False,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-07-26,776996,Milwaukee Brewers,Miami Marlins,American Family Field,74.84,52.35,22.5,53.8,0.0,8.5,11,4,7,False,HOME,HOME,0.6371,NO BET,,NO BET,LOSS,NO BET,NO BET
2025-07-26,776998,Boston Red Sox,Los Angeles Dodgers,Fenway Park,38.05,41.07,3.0,59.5,0.0,9.5,6,4,2,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-07-26,776992,St. Louis Cardinals,San Diego Padres,Busch Stadium,50.9,38.66,12.2,61.5,0.0,9.5,4,1,3,False,NO BET,,,HOME,HOME,NO BET,NO BET,LOSS,NO BET
2025-07-26,776985,San Francisco Giants,New York Mets,Oracle Park,44.28,24.13,20.2,60.3,0.0,9.8,3,1,2,False,HOME,HOME,0.5245,NO BET,,NO BET,LOSS,NO BET,NO BET
2025-07-26,776995,Los Angeles Angels,Seattle Mariners,Angel Stadium,36.58,48.07,11.5,59.2,0.0,9.4,9,2,7,False,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-07-27,776986,Baltimore Orioles,Colorado Rockies,Oriole Park at Camden Yards,57.2,58.34,1.1,47.2,-8.0,8.5,6,5,1,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-07-27,776983,Boston Red Sox,Los Angeles Dodgers,Fenway Park,46.26,48.6,2.3,56.3,0.0,9.1,7,4,3,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-07-27,776984,Pittsburgh Pirates,Arizona Diamondbacks,PNC Park,54.25,54.37,0.1,53.3,0.0,8.7,6,6,0,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-07-27,776988,New York Yankees,Philadelphia Phillies,Yankee Stadium,47.73,35.07,12.7,59.7,0.0,9.4,7,4,3,True,NO BET,,,HOME,HOME,NO BET,NO BET,WIN,NO BET
2025-07-27,776982,Cincinnati Reds,Tampa Bay Rays,Great American Ball Park,69.58,40.18,29.4,57.0,0.0,8.9,3,2,1,True,NO BET,,,HOME,HOME,NO BET,NO BET,WIN,NO BET
2025-07-27,776987,Detroit Tigers,Toronto Blue Jays,Comerica Park,59.5,55.33,4.2,44.5,-8.0,8.3,14,10,4,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-07-27,776975,Kansas City Royals,Cleveland Guardians,Kauffman Stadium,52.82,30.02,22.8,63.9,0.0,9.7,5,4,1,True,NO BET,,,HOME,HOME,NO BET,NO BET,WIN,NO BET
2025-07-27,776976,Houston Astros,Athletics,Daikin Park,36.82,70.88,34.1,56.9,0.0,8.9,8,1,7,False,AWAY,AWAY,0.6272,NO BET,,NO BET,WIN,NO BET,NO BET
2025-07-27,776979,Minnesota Twins,Washington Nationals,Target Field,52.36,38.33,14.0,61.5,0.0,9.5,9,2,7,False,NO BET,,,HOME,HOME,NO BET,NO BET,LOSS,NO BET
2025-07-27,776989,Chicago White Sox,Chicago Cubs,Rate Field,44.25,45.38,1.1,57.2,0.0,9.2,9,4,5,False,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-07-27,776978,Milwaukee Brewers,Miami Marlins,American Family Field,54.5,49.23,5.3,56.8,0.0,8.9,5,3,2,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-07-27,776980,St. Louis Cardinals,San Diego Padres,Busch Stadium,58.79,39.69,19.1,60.4,0.0,9.3,11,2,9,False,NO BET,,,HOME,HOME,NO BET,NO BET,LOSS,NO BET
2025-07-27,776981,Texas Rangers,Atlanta Braves,Globe Life Field,50.24,43.99,6.2,60.0,0.0,9.3,9,8,1,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-07-27,776977,Los Angeles Angels,Seattle Mariners,Angel Stadium,38.22,45.5,7.3,59.0,0.0,9.4,5,4,1,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-07-27,776974,San Francisco Giants,New York Mets,Oracle Park,33.68,36.5,2.8,58.2,0.0,9.6,8,3,5,False,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-07-28,776966,Baltimore Orioles,Toronto Blue Jays,Oriole Park at Camden Yards,63.84,28.42,35.4,63.3,0.0,9.5,15,11,4,True,NO BET,,,HOME,HOME,NO BET,NO BET,WIN,NO BET
2025-07-28,776968,Cleveland Guardians,Colorado Rockies,Progressive Field,57.9,34.88,23.0,58.7,0.0,9.3,14,6,8,False,NO BET,,,HOME,HOME,NO BET,NO BET,LOSS,NO BET
2025-07-28,776973,Detroit Tigers,Arizona Diamondbacks,Comerica Park,37.64,44.61,7.0,59.2,0.0,9.4,6,5,1,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-07-28,776970,New York Yankees,Tampa Bay Rays,Yankee Stadium,51.1,30.08,21.0,64.1,0.0,9.7,6,2,4,False,NO BET,,,HOME,HOME,NO BET,NO BET,LOSS,NO BET
2025-07-28,776967,Cincinnati Reds,Los Angeles Dodgers,Great American Ball Park,36.83,45.67,8.8,63.6,0.0,9.7,7,2,5,False,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-07-28,776961,Minnesota Twins,Boston Red Sox,Target Field,58.34,29.38,29.0,60.4,0.0,9.4,9,5,4,True,NO BET,,,HOME,HOME,NO BET,NO BET,WIN,NO BET
2025-07-28,776971,Kansas City Royals,Atlanta Braves,Kauffman Stadium,51.2,41.78,9.4,60.5,0.0,9.4,17,7,10,False,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-07-28,776972,Chicago White Sox,Philadelphia Phillies,Rate Field,42.76,73.96,31.2,54.8,0.0,8.7,8,6,2,True,AWAY,AWAY,0.6349,NO BET,,NO BET,LOSS,NO BET,NO BET
2025-07-28,776965,Milwaukee Brewers,Chicago Cubs,American Family Field,43.84,37.75,6.1,61.3,0.0,9.5,12,8,4,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-07-28,776960,St. Louis Cardinals,Miami Marlins,Busch Stadium,56.08,26.48,29.6,64.6,0.0,9.8,8,7,1,True,NO BET,,,HOME,HOME,NO BET,NO BET,WIN,NO BET
2025-07-28,776969,Houston Astros,Washington Nationals,Daikin Park,66.32,53.15,13.2,52.4,0.0,8.5,3,1,2,False,NO BET,,,HOME,HOME,NO BET,NO BET,LOSS,NO BET
2025-07-28,776958,Los Angeles Angels,Texas Rangers,Angel Stadium,42.48,51.82,9.3,57.1,0.0,9.1,10,6,4,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-07-28,776959,San Diego Padres,New York Mets,Petco Park,33.61,29.43,4.2,62.8,0.0,9.9,13,7,6,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-07-28,776964,San Francisco Giants,Pittsburgh Pirates,Oracle Park,68.56,47.68,20.9,52.4,0.0,8.7,11,5,6,False,NO BET,,,HOME,HOME,NO BET,NO BET,LOSS,NO BET
2025-07-28,776957,Athletics,Seattle Mariners,Sutter Health Park,39.07,34.95,4.1,60.6,0.0,9.6,4,1,3,False,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-07-29,778372,Baltimore Orioles,Toronto Blue Jays,Oriole Park at Camden Yards,53.04,56.82,3.8,56.6,0.0,8.9,20,16,4,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-07-29,776962,Baltimore Orioles,Toronto Blue Jays,Oriole Park at Camden Yards,55.44,53.71,1.7,56.5,0.0,8.9,5,3,2,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-07-29,776951,Cleveland Guardians,Colorado Rockies,Progressive Field,47.55,30.2,17.3,61.2,0.0,9.6,14,10,4,True,NO BET,,,HOME,HOME,NO BET,NO BET,WIN,NO BET
2025-07-29,776953,Detroit Tigers,Arizona Diamondbacks,Comerica Park,37.4,56.11,18.7,58.2,0.0,9.2,14,12,2,True,NO BET,,,AWAY,AWAY,NO BET,NO BET,LOSS,NO BET
2025-07-29,776949,New York Yankees,Tampa Bay Rays,Yankee Stadium,43.8,32.5,11.3,64.1,0.0,9.8,12,7,5,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-07-29,776963,Cincinnati Reds,Los Angeles Dodgers,Great American Ball Park,32.88,56.32,23.4,63.7,0.0,9.6,9,4,5,False,NO BET,,,AWAY,AWAY,NO BET,NO BET,WIN,NO BET
2025-07-29,776954,Minnesota Twins,Boston Red Sox,Target Field,51.2,28.39,22.8,63.0,0.0,9.7,13,5,8,False,NO BET,,,HOME,HOME,NO BET,NO BET,LOSS,NO BET
2025-07-29,776955,Kansas City Royals,Atlanta Braves,Kauffman Stadium,50.38,42.77,7.6,60.3,0.0,9.4,15,9,6,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-07-29,776952,Chicago White Sox,Philadelphia Phillies,Rate Field,35.27,54.73,19.5,62.1,0.0,9.5,9,3,6,False,NO BET,,,AWAY,AWAY,NO BET,NO BET,WIN,NO BET
2025-07-29,776956,Milwaukee Brewers,Chicago Cubs,American Family Field,38.28,48.17,9.9,63.9,0.0,9.6,12,9,3,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-07-29,776946,St. Louis Cardinals,Miami Marlins,Busch Stadium,59.0,48.73,10.3,57.7,0.0,9.0,5,0,5,False,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-07-29,776950,Houston Astros,Washington Nationals,Daikin Park,41.45,51.05,9.6,60.7,0.0,9.4,11,7,4,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-07-29,776945,Los Angeles Angels,Texas Rangers,Angel Stadium,49.82,45.53,4.3,56.4,0.0,9.1,13,8,5,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-07-29,776947,San Diego Padres,New York Mets,Petco Park,33.24,40.43,7.2,61.0,0.0,9.6,8,7,1,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-07-29,776943,San Francisco Giants,Pittsburgh Pirates,Oracle Park,46.39,43.17,3.2,56.0,0.0,9.2,4,1,3,False,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-07-29,776944,Athletics,Seattle Mariners,Sutter Health Park,51.75,29.35,22.4,64.2,0.0,9.7,7,6,1,True,NO BET,,,HOME,HOME,NO BET,NO BET,WIN,NO BET
2025-07-30,776948,Baltimore Orioles,Toronto Blue Jays,Oriole Park at Camden Yards,54.33,32.87,21.5,62.9,0.0,9.6,17,8,9,False,NO BET,,,HOME,HOME,NO BET,NO BET,LOSS,NO BET
2025-07-30,776940,Detroit Tigers,Arizona Diamondbacks,Comerica Park,40.16,48.21,8.1,58.1,0.0,9.3,9,7,2,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-07-30,776935,Minnesota Twins,Boston Red Sox,Target Field,44.8,37.84,7.0,59.2,0.0,9.4,14,1,13,False,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-07-30,776937,Houston Astros,Washington Nationals,Daikin Park,33.19,32.9,0.3,65.0,0.0,10.0,10,9,1,True,NO BET,,,NO BET,,OVER,NO BET,NO BET,PUSH
2025-07-30,776936,Kansas City Royals,Atlanta Braves,Kauffman Stadium,35.05,47.31,12.3,63.0,0.0,9.7,1,1,0,True,NO BET,,,AWAY,AWAY,NO BET,NO BET,LOSS,NO BET
2025-07-30,776939,Chicago White Sox,Philadelphia Phillies,Rate Field,43.68,52.78,9.1,59.8,0.0,9.3,12,9,3,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-07-30,776929,Milwaukee Brewers,Chicago Cubs,American Family Field,40.19,61.55,21.4,62.0,0.0,9.3,13,3,10,False,NO BET,,,AWAY,AWAY,NO BET,NO BET,WIN,NO BET
2025-07-30,776933,San Francisco Giants,Pittsburgh Pirates,Oracle Park,66.44,38.05,28.4,55.5,0.0,9.0,3,1,2,False,NO BET,,,HOME,HOME,NO BET,NO BET,LOSS,NO BET
2025-07-30,776931,San Diego Padres,New York Mets,Petco Park,33.03,31.47,1.6,62.3,0.0,9.8,5,5,0,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-07-30,776942,Cleveland Guardians,Colorado Rockies,Progressive Field,36.05,56.61,20.6,58.5,0.0,9.2,5,5,0,True,NO BET,,,AWAY,AWAY,NO BET,NO BET,LOSS,NO BET
2025-07-30,776938,New York Yankees,Tampa Bay Rays,Yankee Stadium,55.5,56.22,0.7,47.9,-8.0,8.6,9,5,4,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-07-30,776941,Cincinnati Reds,Los Angeles Dodgers,Great American Ball Park,31.95,37.4,5.4,65.9,0.0,10.0,7,5,2,True,NO BET,,,NO BET,,OVER,NO BET,NO BET,LOSS
2025-07-30,776934,St. Louis Cardinals,Miami Marlins,Busch Stadium,58.14,37.23,20.9,61.2,0.0,9.4,2,0,2,False,NO BET,,,HOME,HOME,NO BET,NO BET,LOSS,NO BET
2025-07-30,776932,Los Angeles Angels,Texas Rangers,Angel Stadium,35.95,55.79,19.8,58.6,0.0,9.3,9,3,6,False,NO BET,,,AWAY,AWAY,NO BET,NO BET,WIN,NO BET
2025-07-30,776930,Athletics,Seattle Mariners,Sutter Health Park,54.04,39.05,15.0,61.1,0.0,9.4,9,5,4,True,NO BET,,,HOME,HOME,NO BET,NO BET,WIN,NO BET
2025-07-31,776927,New York Yankees,Tampa Bay Rays,Yankee Stadium,37.6,35.91,1.7,60.5,0.0,9.6,11,7,4,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-07-31,776928,Cincinnati Reds,Atlanta Braves,Great American Ball Park,44.78,40.03,4.8,59.5,0.0,9.4,23,11,12,False,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-07-31,776923,Seattle Mariners,Texas Rangers,T-Mobile Park,57.43,31.52,25.9,59.8,0.0,9.4,6,6,0,True,NO BET,,,HOME,HOME,NO BET,NO BET,WIN,NO BET
2025-08-01,776921,Cincinnati Reds,Atlanta Braves,Great American Ball Park,50.63,63.2,12.6,54.5,0.0,8.7,5,3,2,True,NO BET,,,AWAY,AWAY,NO BET,NO BET,LOSS,NO BET
2025-08-01,776915,Chicago Cubs,Baltimore Orioles,Wrigley Field,50.56,46.38,4.2,56.0,0.0,9.0,1,1,0,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-08-01,776913,Philadelphia Phillies,Detroit Tigers,Citizens Bank Park,65.02,66.19,1.2,33.9,-15.0,7.7,9,5,4,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-08-01,776917,Washington Nationals,Milwaukee Brewers,Nationals Park,49.02,62.59,13.6,54.0,0.0,8.7,25,9,16,False,NO BET,,,AWAY,AWAY,NO BET,NO BET,WIN,NO BET
2025-08-01,776920,Toronto Blue Jays,Kansas City Royals,Rogers Centre,42.72,61.51,18.8,56.0,0.0,8.9,12,3,9,False,NO BET,,,AWAY,AWAY,NO BET,NO BET,WIN,NO BET
2025-08-01,776922,Boston Red Sox,Houston Astros,Fenway Park,73.44,59.27,14.2,41.9,-8.0,7.9,3,2,1,True,HOME,HOME,0.6336,NO BET,,NO BET,WIN,NO BET,NO BET
2025-08-01,776926,New York Mets,San Francisco Giants,Citi Field,28.59,37.75,9.2,62.6,0.0,9.8,7,3,4,False,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-08-01,776924,Cleveland Guardians,Minnesota Twins,Progressive Field,63.52,42.47,21.1,57.5,0.0,9.0,5,3,2,True,NO BET,,,HOME,HOME,NO BET,NO BET,WIN,NO BET
2025-08-01,776925,Miami Marlins,New York Yankees,loanDepot park,50.44,43.7,6.7,60.0,0.0,9.3,25,13,12,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-08-01,776918,Tampa Bay Rays,Los Angeles Dodgers,George M. Steinbrenner Field,36.79,35.55,1.2,62.3,0.0,9.7,5,0,5,False,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-08-01,776919,Colorado Rockies,Pittsburgh Pirates,Coors Field,60.12,48.12,12.0,54.6,0.0,8.8,33,17,16,True,NO BET,,,HOME,HOME,NO BET,NO BET,WIN,NO BET
2025-08-01,776916,Los Angeles Angels,Chicago White Sox,Angel Stadium,53.27,35.69,17.6,59.0,0.0,9.3,9,3,6,False,NO BET,,,HOME,HOME,NO BET,NO BET,LOSS,NO BET
2025-08-01,776906,San Diego Padres,St. Louis Cardinals,Petco Park,67.0,41.51,25.5,55.8,0.0,8.9,5,4,1,True,NO BET,,,HOME,HOME,NO BET,NO BET,WIN,NO BET
2025-08-01,776914,Athletics,Arizona Diamondbacks,Sutter Health Park,36.94,33.42,3.5,62.9,0.0,9.8,6,5,1,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-08-01,776908,Seattle Mariners,Texas Rangers,T-Mobile Park,43.57,38.33,5.2,59.1,0.0,9.4,7,4,3,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-08-02,776901,Tampa Bay Rays,Los Angeles Dodgers,George M. Steinbrenner Field,46.65,31.68,15.0,60.8,0.0,9.6,4,4,0,True,NO BET,,,HOME,HOME,NO BET,NO BET,WIN,NO BET
2025-08-02,776902,Chicago Cubs,Baltimore Orioles,Wrigley Field,41.9,36.09,5.8,60.0,0.0,9.5,7,3,4,False,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-08-02,776900,Toronto Blue Jays,Kansas City Royals,Rogers Centre,50.59,52.71,2.1,54.6,0.0,8.9,6,4,2,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-08-02,776904,Colorado Rockies,Pittsburgh Pirates,Coors Field,65.34,61.9,3.4,34.9,-15.0,7.8,13,8,5,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-08-02,776912,Philadelphia Phillies,Detroit Tigers,Citizens Bank Park,52.48,38.4,14.1,58.2,0.0,9.2,12,5,7,False,NO BET,,,HOME,HOME,NO BET,NO BET,LOSS,NO BET
2025-08-02,776903,Washington Nationals,Milwaukee Brewers,Nationals Park,64.19,37.03,27.2,57.5,0.0,9.1,10,2,8,False,NO BET,,,HOME,HOME,NO BET,NO BET,LOSS,NO BET
2025-08-02,776909,Boston Red Sox,Houston Astros,Fenway Park,77.04,41.07,36.0,55.0,0.0,8.7,10,7,3,True,HOME,HOME,0.6426,NO BET,,NO BET,WIN,NO BET,NO BET
2025-08-02,776911,New York Mets,San Francisco Giants,Citi Field,37.82,43.28,5.5,59.3,0.0,9.4,18,12,6,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-08-02,776897,Seattle Mariners,Texas Rangers,T-Mobile Park,40.07,36.37,3.7,60.1,0.0,9.5,10,4,6,False,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-08-02,776905,Cleveland Guardians,Minnesota Twins,Progressive Field,58.45,36.33,22.1,58.3,0.0,9.2,9,5,4,True,NO BET,,,HOME,HOME,NO BET,NO BET,WIN,NO BET
2025-08-02,776910,Miami Marlins,New York Yankees,loanDepot park,39.18,42.47,3.3,62.2,0.0,9.6,2,2,0,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-08-02,776907,Cincinnati Reds,Atlanta Braves,Bristol Motor Speedway,61.83,37.68,24.1,59.5,0.0,9.2,6,2,4,False,NO BET,,,HOME,HOME,NO BET,NO BET,LOSS,NO BET
2025-08-02,776899,Athletics,Arizona Diamondbacks,Sutter Health Park,39.5,48.03,8.5,58.3,0.0,9.3,9,2,7,False,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-08-02,776898,Los Angeles Angels,Chicago White Sox,Angel Stadium,58.04,39.65,18.4,57.3,0.0,9.1,1,0,1,False,NO BET,,,HOME,HOME,NO BET,NO BET,LOSS,NO BET
2025-08-02,776896,San Diego Padres,St. Louis Cardinals,Petco Park,36.52,46.48,10.0,59.4,0.0,9.4,13,5,8,False,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-08-03,776895,Boston Red Sox,Houston Astros,Fenway Park,56.67,42.29,14.4,56.6,0.0,9.0,7,6,1,True,NO BET,,,HOME,HOME,NO BET,NO BET,WIN,NO BET
2025-08-03,776889,Tampa Bay Rays,Los Angeles Dodgers,George M. Steinbrenner Field,25.81,59.79,34.0,61.3,0.0,9.5,3,0,3,False,NO BET,,,AWAY,AWAY,NO BET,NO BET,WIN,NO BET
2025-08-03,776907,Cincinnati Reds,Atlanta Braves,Bristol Motor Speedway,61.83,37.68,24.1,59.5,0.0,9.2,6,2,4,False,NO BET,,,HOME,HOME,NO BET,NO BET,LOSS,NO BET
2025-08-03,776894,Washington Nationals,Milwaukee Brewers,Nationals Park,52.8,38.93,13.9,58.0,0.0,9.2,17,3,14,False,NO BET,,,HOME,HOME,NO BET,NO BET,LOSS,NO BET
2025-08-03,776893,Toronto Blue Jays,Kansas City Royals,Rogers Centre,37.67,51.69,14.0,58.5,0.0,9.3,11,4,7,False,NO BET,,,AWAY,AWAY,NO BET,NO BET,WIN,NO BET
2025-08-03,776887,New York Mets,San Francisco Giants,Citi Field,33.41,27.43,6.0,63.4,0.0,10.0,16,4,12,False,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-08-03,776892,Cleveland Guardians,Minnesota Twins,Progressive Field,38.51,28.09,10.4,62.7,0.0,9.8,9,4,5,False,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-08-03,776891,Miami Marlins,New York Yankees,loanDepot park,37.11,44.59,7.5,62.6,0.0,9.6,10,7,3,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-08-03,776888,Chicago Cubs,Baltimore Orioles,Wrigley Field,43.92,35.28,8.6,60.0,0.0,9.5,8,5,3,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-08-03,776886,Colorado Rockies,Pittsburgh Pirates,Coors Field,40.18,52.95,12.8,57.7,0.0,9.2,14,5,9,False,NO BET,,,AWAY,AWAY,NO BET,NO BET,WIN,NO BET
2025-08-03,776881,Athletics,Arizona Diamondbacks,Sutter Health Park,44.58,39.85,4.7,58.6,0.0,9.4,10,4,6,False,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-08-03,776885,Los Angeles Angels,Chicago White Sox,Angel Stadium,66.01,40.89,25.1,56.1,0.0,8.9,13,8,5,True,NO BET,,,HOME,HOME,NO BET,NO BET,WIN,NO BET
2025-08-03,776884,San Diego Padres,St. Louis Cardinals,Petco Park,69.99,31.71,38.3,58.5,0.0,9.1,10,7,3,True,NO BET,,,HOME,HOME,NO BET,NO BET,WIN,NO BET
2025-08-03,776883,Seattle Mariners,Texas Rangers,T-Mobile Park,39.81,58.24,18.4,57.2,0.0,9.1,9,5,4,True,NO BET,,,AWAY,AWAY,NO BET,NO BET,LOSS,NO BET
2025-08-03,776890,Philadelphia Phillies,Detroit Tigers,Citizens Bank Park,73.11,31.47,41.6,58.2,0.0,9.1,2,2,0,True,HOME,HOME,0.6328,NO BET,,NO BET,WIN,NO BET,NO BET
2025-08-04,776879,Pittsburgh Pirates,San Francisco Giants,PNC Park,33.41,39.77,6.4,61.0,0.0,9.6,9,5,4,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-08-04,776874,Detroit Tigers,Minnesota Twins,Comerica Park,46.87,49.48,2.6,56.0,0.0,9.0,9,6,3,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-08-04,776875,Miami Marlins,Houston Astros,loanDepot park,54.24,42.75,11.5,60.0,0.0,9.3,10,2,8,False,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-08-04,776877,Philadelphia Phillies,Baltimore Orioles,Citizens Bank Park,41.06,46.48,5.4,58.0,0.0,9.3,16,13,3,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
2025-08-04,776880,Boston Red Sox,Kansas City Royals,Fenway Park,34.18,32.47,1.7,61.8,0.0,9.8,13,8,5,True,NO BET,,,NO BET,,NO BET,NO BET,NO BET,NO BET
